Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics,Average1,Average2,Average3,Average4,Average5,Varience1,Varience2,Varience3,Varience4,Varience5,Standard Deviation1,Standard Deviation2,Standard Deviation3,Standard Deviation4,Standard Deviation5,Minimum1,Minimum2,Minimum3,Minimum4,Minimum5,Maximum1,Maximum2,Maximum3,Maximum4,Maximum5,Track Popularity Output,Artist Popularity Output
One in a Million,Bebe Rexha,79,"dance pop, pop",160529,2023-08-04,80,0.454,0.931,11,-4.083,1,0.0321,0.238,0.000623,0.289,0.462,137.945,4,"Ah-ah, you're my

You're my one, one, one in a million
It's like someone picked you outta the sky
Maybe I met you for a reason
And I can't believe that we're both alive at the same time
Is this Heaven now? Am I dreamin' out? Am I dreamin'?
You're my one, one, one in a million
And I can't believe that we're both alive at the same time

And I can't believe that we're both alive at the same time

Ah-ah
...
",30.777447,57.61089,46.91881,42.33202,34.16372,569.0425,6849.7407,1640.8555,945.54785,544.18024,23.85461,82.76316,40.507473,30.749762,23.327671,0.4533062,0.7444943,0.49428868,0.4152448,0.1812831,242.55266,2162.6746,657.2247,351.8438,297.9762,,
One with the Wolves,Robin Schulz,76,"deep euro house, deep house, edm, german dance, pop dance, tropical house",180213,2023-08-25,63,0.585,0.826,2,-7.933,1,0.0744,0.00867,0.0116,0.292,0.21,128.017,4,"Yeah, I'm one with the wolves in the wild

Lost where the wind blows
Where the lights are out, I'm hopin'
For a thousand miracles
Heaven, shine a light down on me

Got nothin' to prove
I'm done playin' the fool
I only follow the moon
No star takes me down
'Cause I've been to the ground
I don't need savin'

I'm becomin' one with the wolves
I don't run from the fire
Yeah, I'm one with the wolves in the wild
I'm becomin' one with the wolves
I don't run from the fire
...
",46.122116,82.50432,61.313217,55.130577,56.135525,903.9932,7650.7803,2163.7644,1282.0302,1158.9917,30.06648,87.46874,46.51628,35.80545,34.04397,0.03682739,0.38866818,0.19594066,0.48584262,0.14917542,524.8371,2257.9126,1176.716,513.5395,484.8824,,
Only Human,Jonas Brothers,75,"boy band, pop",183000,2019-06-07,72,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,4,"Yeah, ayy

I don't want this night to end
It's closing time, so leave with me again (yeah)
You got all my love to spend, oh
Let's find a place where happiness begins

We gon' dance in my living room
Slave to the way you move
Hurts when I'm leaving you (ayy)
Just dance in the living room
Love with an attitude
Drunk to an '80s groove (ayy)

We gon' dance in my living room
Slave to the way you move
Hurts when I'm leaving you (ayy-ayy)
Dance in the living room
Love with an attitude
Drunk

It's only human, you know that it's real
...
",30.864685,77.41856,49.802036,37.291943,37.841354,1330.7327,9680.8125,3348.9265,1049.7681,871.3406,36.47921,98.39112,57.86991,32.400124,29.518478,0.3774296,0.61671245,0.25693533,0.60541403,0.49387473,837.0216,1310.798,880.1356,519.1614,327.7879,,
Other Boys,Marshmello,84,"brostep, edm, pop, progressive electro house",137065,2023-09-08,70,0.738,0.828,10,-6.31,0,0.106,0.0119,0.0019,0.549,0.542,119.985,4,"Why can't you want me like the other boys do?
They stare at me while I stare at you

Summertime, East Side New York City
It's too hot to sleep
Half-alive, and my mind is drippin'
I'm twistin' the sheets

'Cause my heart can't be satisfied
By anyone but you tonight
And when I try, it only makes me blue

Why can't you want me like the other boys do?
...
",49.27768,91.739525,64.32649,53.82911,42.822487,2232.407,14679.778,4974.6963,1422.5466,728.04144,47.248356,121.16013,70.531525,37.716663,26.982243,0.38989863,0.9504159,0.26317245,0.3717425,0.3979988,1520.4386,2244.096,1091.3043,532.1967,329.1135,,
Otro Trago,Sech,78,"panamanian pop, reggaeton, trap latino, urbano latino",225933,2019-04-19,71,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,4,"Sigue aquí tomándose otro trago
Su ex-novio con otra está (Ah-ah)
Los amigos subieron un estado (Ah-ah-ah)
Que hoy de farra se van

Te cambió siendo mejor que ella (No-no-no-no, oh-oh)
Por mujeres y un par de botella' (No-no-no-no, oh-oh)
Por amigos que no son amigos en verda' (En verda', Ice)
Porque sé que te van a escribir cuando él se va
(Everybody go to the discotheque)

Y ahora a lo oscuro y sin disimulo
Olvidando la' pena', la pillé (Ah)
Ahora hace lo que quiere, cuando quiere (Oh-oh)
Y si no quiere, serás otro que se jode también

Cuando el DJ pone la música (Eso e' así)
Ella baila como nunca (Pa' que sepa)
Y ahora a lo oscuro y sin disimulo (Oh-oh)
Olvidando la' pena', la pillé (Ra-ta-ta-tá)

Cuando el DJ pone la música
Ella baila como nunca (The Real Rondón)
Ahora hace lo que quiere, cuando quiere
Y si no quiere, serás otro que se jode también
(Stop that shit, nigga)

Ahora pa' ella los días son grise' (Eso e' así)
Porque su' mañana' no son felice' (¡Ah!)
Lo que eran beso', ahora son cicatrice' (Pa' que sepa)
Está soltera y pa' la calle dice (Ra-ta-ta-tá)

...
",38.948334,92.72426,52.91424,41.779774,42.25917,537.08386,5318.9497,1577.9268,1118.7635,953.80493,23.17507,72.93113,39.723125,33.44792,30.883732,0.28171042,0.8916995,0.20731004,0.14130165,0.5609789,209.20624,1540.411,569.518,463.78925,286.38992,,
Our Love,Sharon Van Etten,54,"art pop, chamber pop, indie rock, melancholia, new jersey indie, singer-songwriter",232760,2014-05-27,51,0.61,0.514,1,-9.866,0,0.0293,0.134,0.681,0.106,0.395,80.965,4,"You say I am genuine
I see your backhand again
I'm a sinner
I have sinned
We're a half-mast flag in wind
It's our love

It's our love
It's our love
It's our love
It's our love

It's our love
It's our love
...
",36.61326,74.30833,65.972435,51.80733,55.757156,476.29077,3573.9595,2992.7158,1129.488,1544.2875,21.824087,59.7826,54.70572,33.607857,39.297424,0.349203,1.0252789,0.36320537,0.69693977,0.2513894,210.78815,1076.1365,1011.9352,341.6143,553.104,,
Out of Time,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",214193,2022-01-06,80,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,4,"Yeah, yeah

The last few months, I've been working on me, baby
There's so much trauma in my life
I've been so cold to the ones who loved me, baby
I look back now and I realize

I remember when I held you
You begged me with your drowning eyes to stay
And I regret I didn't tell you
Now I can't keep you from loving him, you made up your mind

Say I love you, girl, but I'm out of time
Say I'm there for you, but I'm out of time
Say that I'll care for you, but I'm out of time
...
",54.30725,86.19036,60.998318,53.50349,54.144043,7456.2944,7287.838,3704.6033,1341.6135,1144.8002,86.34984,85.368835,60.86545,36.628044,33.834896,0.5029087,0.99811536,0.49636644,0.50683624,0.4788121,2787.5964,1231.8802,1049.8241,527.84656,386.97906,,
Overdrive,Post Malone,87,"dfw rap, melodic rap, pop, rap",147679,2023-07-14,73,0.555,0.729,1,-5.062,1,0.0443,0.000374,0.000139,0.347,0.482,139.864,4,"I spend my nights on overdrive
I live my life so overtired
And there's nowhere I can hide
Now I live my life on overdrive

I could be more like him
If that's cool with you
I'd do anything to be cool to you
...
",25.733152,56.227055,42.97796,35.019104,32.869007,358.15567,2680.5457,1319.0978,905.12573,523.63965,18.925001,51.773987,36.319386,30.085308,22.883173,0.23994166,0.78332907,0.30456227,0.3535773,0.6697873,287.10803,747.59827,479.37952,556.4867,280.315,,
Overdrive (feat. Norma Jean Martine),Ofenbach,73,pop dance,155905,2023-10-06,89,0.611,0.757,6,-3.546,1,0.03,0.00257,0.0,0.058,0.279,126.963,4,"I wanna feel the heat, I wanna own the night
I wanna feel the beat, I wanna dance tonight
I wanna lose myself, I wanna come alive
I wanna feel the love, go into overdrive

I wanna feel the heat, I wanna own the night
I wanna feel the beat, I wanna dance tonight
I wanna lose myself, I wanna come alive
I wanna feel the love, I wanna go into overdrive
Into overdrive (oh)

Mm
...
",48.11228,100.36515,63.4805,57.002327,55.552036,2283.4968,15483.29,1930.0173,1134.9445,1138.6097,47.78595,124.43187,43.93196,33.68894,33.74329,0.318833,0.32901344,0.7406769,0.6875701,1.1421382,1844.2845,4999.6567,1090.556,471.45566,362.40787,,
Overnight Celebrity,Twista,66,"chicago rap, dirty south rap, gangster rap, trap",233360,2004-01-27,73,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,4,"Oh you didn't think we could do it again
Twista, Kanye West, from Po Pimpin' to Poppin' Tags
From Champions to Slow Jammin', oh baby
We can even make you a overnight celebrity
Know what I'm saying?

Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right?
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right?
The way we mold 'em right
I could make you a celebrity overnight

Girl I see you in them Apple Bottom jeans
Chinchilla on your back, I wanna know your name
Girl I'm Twista, I could blow your brains
Put you in a chameleon '04 Range
Still sexy when you smoke that flame
Jerk it like a chicken when you throw that thang
She got me hotter than a oven the way that she talk
Switching to freaky so I'm loving the way that she walk
You looking good, girl, you oughta be in pictures
Listen to me, I see your career going sky high
Taking you home to the crib in the Chi
And everytime I see your thighs, I cry when I drive by
Watching you should be a thrill, got the fellas on some Johnny Gill
Steady screaming, ""My, my, my, my""
Walk on the carpet with the diamonds that flick in the dark
Kicking it on the couch at 106 & Park
I can see your beauty on the big screen
I can see me freaking you with whipped cream
I can see you on stage at the awards
With a dress better than Jennifer's and doing big things
Kick it with me, I can mold your life
You looking good girl, show you right
Dre told me you the prototype
I can make you a celebrity overnight
...
",40.312668,79.830574,71.81824,55.053677,51.638393,837.9304,6435.995,4104.6865,1349.9127,931.873,28.947027,80.224655,64.067825,36.741158,30.526594,0.33620906,0.7922181,0.26429403,0.62462664,0.66489667,873.1771,1748.907,2050.1238,874.6041,405.8647,,
PILLOWTALK,ZAYN,75,"pop, uk pop",203686,2016-01-29,64,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,4,"Climb on board
We'll go slow and high tempo
Light and dark
Hold me hard and mellow

I'm seeing the pain, seeing the pleasure
Nobody but you, 'body but me, 'body but us, bodies together (ha)
I love to hold you close, tonight and always
I love to wake up next to you
I love to hold you close, tonight and always
I love to wake up next to you

So we'll piss off the neighbours
In the place that feels the tears, the place to lose your fears
Yeah, reckless behaviour
A place that is so pure, so dirty and raw

In the bed all day, bed all day, bed all day
Loving and fighting on
...
",62.788254,77.26942,49.360737,43.92941,45.66486,11282.049,9930.616,1568.5955,787.8296,675.83124,106.21699,99.65247,39.6055,28.068302,25.996754,0.5931179,1.1624914,1.0829135,1.1879334,0.3915841,4307.843,3671.7317,695.7866,384.24026,316.35083,,
PISTOL PACCIN,NLE Choppa,79,"memphis hip hop, rap",149449,2023-10-27,81,0.831,0.793,1,-4.127,1,0.369,0.0195,0.0,0.259,0.833,144.967,4,"(Ha-ha-ha-ha) pistol packin', never slackin', bitch, killer, killer
Pistol-pistol packin', never slackin', bitch smackin' killer (28 shit)
Pistol packin', never slackin', bitch, killer, killer
Pistol-pistol packin', never slackin', bitch smackin' killer (ayy)

Two things I never seen, a nigga named Bigfoot and a ho I need (ho I need)
Keep the backdoor closed, gotta lock it, throw away the key (throw away the key)
We can be a state away, U-turn if I ain't got my ski
2023, we got built-in switches on 'em glees (woo)

Drac' hit, don't ask, we take shit, like a blunt, we face shit (c'mon)
Nigga lace shit, keep yo' shoes tight, know some niggas tripped, they couldn't run right
You throw fits, and we throw bullets out the stick, you a bitch, I'm a real nigga
He a mama boy, jumped off the porch, know a nigga had to babysit him, on God (brrt)

Knock weight off a nigga like a BBL, slide all day like a CDL ('L)
Heart skip a beat like a CD player (player)
Fuck a classy bitch, I want a ratchet bitch, give me a city girl (period)
I'm cappin', fuck, tell Dre I'm a shell, let a young nigga rock her world, come on
...
",77.638756,90.13438,61.92563,61.319218,53.333805,9493.154,9021.463,1368.5532,1195.2837,925.9003,97.43282,94.981384,36.99396,34.572876,30.42861,0.31281987,0.662603,0.8425713,0.8834808,0.25714302,3386.2456,2673.0088,555.1792,415.0128,536.44916,,
POPSTAR (feat. Drake),DJ Khaled,75,"hip hop, miami hip hop, pop rap, rap",200221,2020-07-17,73,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,4,"Bitches
We The Best Music
Another one (Yeah)
DJ Khaled

Bitches callin' my phone like I'm locked up, nonstop
From the plane to the fuckin' helicopter, yeah
Cops pullin' up like I'm givin' drugs out, nah, nah
I'm a popstar, not a doctor

Bitches callin' my phone like I'm locked up, nonstop
From the plane to the fuckin' helicopter, yeah
Cops pullin' up like I'm givin' drugs out, nah, nah
I'm a popstar, not a doctor

Ayy, shawty with the long text, I don't talk, ayy (I don't talk)
Shawty with the long legs, she don't walk, ayy (She don't walk)
Yeah, last year, I kept it on the tuck, ayy (Tuck, tuck)
2020, I came to fuck it up, yeah

I want a long life, a legendary one (Yeah)
I want a quick death (Yeah)
And an easy one (Yeah)
I want a pretty girl (Yeah)
And an honest one (Yeah)
I want this drink (Yeah)
And another one, yeah
...
",30.13692,83.54267,60.135242,57.576668,56.131485,958.8866,14150.734,3351.9768,3900.7393,6070.0977,30.965895,118.956856,57.89626,62.4559,77.91083,0.19708768,0.41808686,0.6836197,0.5235389,0.6108862,729.7106,2282.5461,1038.4202,1321.0481,2162.73,,
PROVENZA,KAROL G,90,"reggaeton, reggaeton colombiano, trap latino, urbano latino",210200,2022-04-22,79,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,"Baby, ¿qué más?
Hace rato que no sé na de ti
Taba con alguien, pero ya estoy free
Puesta pa revivir viejos tiempo
No salgo hace tiempo

Tú dime dónde está-á-á-á
Que hace rato que no sé na de ti
Taba con alguien, pero ya estoy free
Puesta pa revivir viejos tiempo
No salgo hace tiempo (shh)

Papi, nos perdemo, nos parqueamo y lo prendemo
Pa la seca algo bebemo, y cuando nos emborrachemo
Una de reguetón ponemo
Y nos vamo a donde nos podamos querer
Nos podamos comer (eh-ah)

Papi, nos perdemo, nos parqueamo y lo prendemo
Pa la seca algo bebemo, y cuando nos emborrachemo
Una de reguetón ponemo
Y nos vamo a donde nos podamos querer
Nos podamos comer
...
",48.675705,54.838963,60.163322,52.876743,66.26923,929.2406,974.5252,1751.4556,1151.4589,2627.4753,30.483448,31.217386,41.850395,33.93315,51.258904,0.27034223,0.42311463,0.1957411,0.6173834,0.6744984,252.52824,252.65018,390.0352,334.76602,487.1282,,
Pack My Hometown,Eli Winders,34,,191615,2023-08-11,48,0.516,0.325,1,-6.908,1,0.04,0.886,0.0,0.116,0.32,122.191,5,"Folded up my favorite jeans, of course I grabbed my boots
Can't forget my guitar, and the dream I'm holding to
Suitcase in the back, the open road ahead
If I can cross that county line who knows how far I'll get
Here I am hugging necks and saying my goodbyes
Before I buckle up and drive away for one last time
I always dreamed of bigger things outside of this small town
I never thought the day I'd leave would ever roll around
I'm all packed up and ready but I'm missing just one thing
...
",31.368832,85.20395,42.505657,37.66513,36.1392,326.36847,26922.244,1240.8617,882.67487,485.8365,18.065672,164.07999,35.22587,29.709845,22.041698,0.5688066,0.274389,0.2029572,0.41606638,0.318063,260.5053,3985.0098,559.8496,536.6392,224.26631,,
Paint The Town Red,Doja Cat,87,"dance pop, pop",231750,2023-08-04,92,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,4,"By
Walk on by
Walk on by
Walk on by (yeah)
Walk on by

Yeah, trick, I said what I said
I'd rather be famous instead (walk on by)
I let all that get to my head
I don't care, I paint the town red (walk on by)

Trick, I said what I said
I'd rather be famous instead (walk on by)
I let all that get to my head
I don't care, I paint the town red (walk on by)

Mm, she the devil
She a bad lil' b-, she a rebel (walk on by)
She put her foot to the pedal
It'll take a whole lot for me to settle (walk on by)

Mm, she the devil
She a bad lil' b-, she a rebel (walk on by)
She put her foot to the pedal
It'll take a whole lot (yeah) for me to settle (walk on by)

Yeah, said, my happiness is all of your misery
I put good all in my kidneys (walk on by)
This Margiel' don't come with no jealousy
My illness don't come with no remedy (walk on by)

I am so much fun without Hennessy
They just want my love and my energy (walk on by)
You can't talk no without penalties
- I'm in yo' - if you send for me (walk on by)

I'm goin' to glow up one more time
...
",25.978117,36.217678,48.64765,36.22231,30.285004,190.52356,441.20453,723.6104,416.2246,259.8695,13.803027,21.00487,26.900007,20.401583,16.120468,0.32031476,0.09568189,0.6943518,0.3982163,0.21410672,93.97678,200.40688,201.40913,139.38533,112.369194,,
